NAME,SAMPLE_ID,PLATE_ID,CAS,ATG_ID
Procodazole,Procodazole,c7-L1300-14,23249-97-0,AT004706
Quipazine Maleate,Quipazine Maleate,c8-L1300-14,5786-68-5,AT004707
Tetraethylenepentamine 5HCl,Tetraethylenepentamine 5HCl,c9-L1300-14,4961-41-5,AT004708
Phosphatidylcholine,Phosphatidylcholine,c10-L1300-14,13492-01-8,AT004709
DL-Mevalonic Acid Lactone,DL-Mevalonic Acid Lactone,c11-L1300-14,674-26-0,AT004710
Nitarsone,Nitarsone,d1-L1300-14,98-72-6,AT004711
Sodium 4-aminohippurate Hydrate,Sodium 4-aminohippurate Hydrate,d2-L1300-14,94-16-6,AT004712
Misoprostol,Misoprostol,d3-L1300-14,59122-46-2,AT004713
Trimipramine Maleate,Trimipramine Maleate,d4-L1300-14,521-78-8,AT004714
Tofacitinib citrate (CP-690550 citrate),Tofacitinib citrate (CP-690550 citrate),d5-L1300-14,540737-29-9,AT004715
FK-506 (Tacrolimus),FK-506 (Tacrolimus),d6-L1300-14,104987-11-3,AT004716
Pimecrolimus,Pimecrolimus,d7-L1300-14,137071-32-0,AT004717
Plerixafor (AMD3100),Plerixafor (AMD3100),d8-L1300-14,110078-46-1,AT004718
"1,2-Dichloro-3-nitrobenzene",DNB,ATG,3209-22-1,AT004719
19 Norethindrone,NRD,ATG,68-22-4,AT004720
"1a,25-Dihydroxyvitamin D3 ",25D3,ATG,32222-06-3,AT004721
22(R)-hydroxy Cholesterol,22R,ATG,17954-98-2,AT004722
22(S)-Hydroxycholesterol,22S,ATG,22348-64-7 ,AT004723
24-hydroxycholesterol,24S,ATG,474-73-7,AT004724
25-Hydroxycholesterol,25HC,ATG,2140-46-7 ,AT004725
2-Coumaranone,2CM,ATG,553-86-6,AT004726
2-Hydroxy-4-methoxybenzophenone,BP3,ATG,131-57-7,AT004727
3'-Azido-3'-deoxythymidine,AZT,ATG,30516-87-1,AT004728
3-Hydroxyflavone ,3HF,ATG,577-85-5,AT004729
3-Isobutyl-1-methylxanthine,IBMX,ATG,28822-58-4,AT004730
4-Hydroxytamoxifen,4-OHT,ATG,65213-48-1,AT004731
5-Aza-2?-deoxycytidine (Decitabine) ,AzaDC,ATG,2353-33-5,AT004732
5-Fluorouracil ,5FU,ATG,51-21-8 ,AT004733
"6-Formylindolo [3,2-b] Carbazole",6FIC,ATG,172922-91-7 ,AT004734
"6-Formylindolo [3,2-b] Carbazole",AhR,ATG,172922-91-7 ,AT004735
6?-Fluorotestosterone,6FT,ATG,1597-68-8 ,AT004736
"7,12-Dimethylbenz[a]anthracene ",DMBA,ATG,57-97-6 ,AT004737
9-cis Retinoic Acid,9-RA,ATG,5300-03-8,AT004738
Acetaminophen,AAP,ATG,103-90-2,AT004739
Acetochlor,Acet,ATG,34256-82-1 ,AT004740
Acetochlor,ACC,ATG,34256-82-1 ,AT004741
Acetylsalicylic acid (aspirin),aspirin,ATG,50-78-2,AT004742
Acrylamide solution,Acr,ATG,79-06-1,AT004743
Aflatoxin B1,AFL,ATG,214-603-3 ,AT004744
Alachlor,AAC,ATG,15972-60-8,AT004745
Alachlor,ALC,ATG,15972-60-8,AT004746
Aldosterone,Ald,ATG,52-39-1,AT004747
Aminopterin,APT,ATG,54-62-6 ,AT004748
Amitriptyline hydrochloride,ATT,ATG,549-18-8,AT004749
Atrazine,ATZ,ATG,1912-24-9,AT004750
Azocyclotin,ACT,ATG,41083-11-8 ,AT004751
Bendiocarb,BDC,ATG,22781-23-3,AT004752
Benomyl,Ben,ATG,17804-35-2 ,AT004753
Benzo(a)pyrene ,Benz,ATG,50-32-8 ,AT004754
Bisphenol A,BisA,ATG,80-05-7,AT004755
Blasticidin,BLS,ATG,2079-00-7,AT004756
Bradykinin acetate salt,Bdk,ATG,58-82-2,AT004757
BRL 37344 Sodium salt ,BRL,ATG,127299-93-8,AT004758
Bromoxynil,Brom,ATG,1689-84-5,AT004759
bupirimate,BPM,ATG,41483-43-6 ,AT004760
Cadmium Chloride,CdCl2,ATG,10108-64-2,AT004761
Campesterol,Camp,ATG,474-62-4 ,AT004762
Camptothecin,CPT,ATG, 7689-03-4,AT004763
Carbaryl,Carb,ATG,63-25-2,AT004764
"Carbon nanotubes, single walled",CNT1,ATG,N/A,AT004765
"Carbon nanotubes, single walled",CNT2,ATG,N/A,AT004766
Catechin (+)- hydrate,CAT,ATG,88191-48-4,AT004767
"Chenodeoxycholate, sodium",CDCA,ATG,474-25-9,AT004768
Chlordane (technical mixture),CDN,ATG,57-74-9,AT004769
Chlorpromazine,CPZ,ATG,69-09-0 ,AT004770
Ciglitazone,Cig,ATG,74772-77-3 ,AT004771
Cisplatin,Cisplatin,ATG,15663-27-1,AT004772
Cisplatin,Cisp,ATG,15663-27-1,AT004773
CITCO,CITCO,ATG,338404-52-7,AT004774
Clomipramine hydrochloride,CMP,ATG,17321-77-6 ,AT004775
Clotrimazole,Clot,ATG,23593-75-1,AT004776
Curcumin,Cur,ATG,458-37-7,AT004777
cycloheximide,cyclo,ATG,66-81-9,AT004778
cyclophosphamide,CPA,ATG,6055-19-2,AT004779
Cyhexatin,Cyh,ATG,13121-70-5 ,AT004780
Cyhexatin,CXT,ATG,13121-70-5 ,AT004781
Dexamethasone,Dex,ATG,50-02-2,AT004782
Dexamethasone,Dex,ATG,50-02-2,AT004783
Dichlorprop,DCP,ATG,120-36-5,AT004784
Dichlorvos,DCR,ATG,62-73-7,AT004785
Diclofenac sodium,Dicl,ATG,15307-79-6 ,AT004786
Diethylstilbestrol,DES,ATG,56-53-1,AT004787
Diflubenzuron,DBZ,ATG,35367-38-5 ,AT004788
Dinoseb,Dino,ATG,88-85-7,AT004789
Disulfoton,DSF,ATG,298-04-4,AT004790
Diuron,DRN,ATG,330-54-1 ,AT004791
Doxepin,DXP,ATG,25127-31-5 ,AT004792
Ellagic acid,ELA,ATG,476-66-4 ,AT004793
Epidermal Growth Factor (EGF),EGF,ATG,N/A,AT004794
Epinephrine Bitartrate salt,Epi,ATG,51-43-4,AT004795
Estradiol,Est,ATG,50-28-2,AT004796
Ethylbenzene,EBZ,ATG,100-41-4 ,AT004797
Ethynodiol diacetate,ETD,ATG,297-76-7,AT004798
Etoposide,Eto,ATG,33419-42-0,AT004799
Etoposide,Eto,ATG,33419-42-0,AT004800
Eugenol,EUG,ATG,97-53-0 ,AT004801
Fenarimol,Fenar,ATG,60168-88-9 ,AT004802
Fenazaquin,FZQ,ATG,120928-09-8 ,AT004803
Fenbuconazol,Fenbuc,ATG,114369-43-6 ,AT004804
Fenpyroximate,FPX,ATG,111812-58-9,AT004805
Fipronil,Fip,ATG,120068-37-3 ,AT004806
Flagellin,Flag,ATG,N/A,AT004807
Fluoxetine,Proz,ATG,54910-89-3,AT004808
Forskolin (Fsk),FSK,ATG,64657-11-0,AT004809
Geldanamycin,Geld,ATG,30562-34-6,AT004810
Glimepiride,GMR,ATG,93479-97-1 ,AT004811
GW-0742,GW0742,ATG,317318-84-6 ,AT004812
GW-1929 ,GW1929 ,ATG,196808-24-9 ,AT004813
GW-501516,GW501516,ATG,317318-70-0 ,AT004814
GW-590735,GW590735,ATG,622402-22-6,AT004815
GW7647,GW7647,ATG,265129-71-3 ,AT004816
GW9508,GW9508,ATG,885101-89-3 ,AT004817
GW-9662  (PgAnt),GW9662,ATG,22978-25-2 ,AT004818
Haloperidol,Hal,ATG,52-86-8,AT004819
Hygromycin B,Hygro,ATG,31282-04-9,AT004820
Ibuprofen,Ibuprofen,ATG,15687-27-1,AT004821
Imazalil,Imaz,ATG,35554-44-0 ,AT004822
Indomethacin,Indomethacin,ATG,53-86-1,AT004823
Insulin,INS,ATG,11061-68-0,AT004824
Interferon-gamma (IFNg),IFN,ATG,N/A,AT004825
"Interferon-gamma, rat (rIFNg)",rIFN,ATG,N/A,AT004826
Interleukin-1beta (IL-1b),IL1,ATG,N/A,AT004827
Irgasan (Triclosan),Irg,ATG,3380-34-5 ,AT004828
"Iron Oxide, magnetic nanoparticles",FeOx,ATG,1317-61-9,AT004829
Isoproterenol Hydrochloride,Isoproterenol,ATG,51-30-9,AT004830
Isoproturon,IPT,ATG,34123-59-6,AT004831
L-165041,L-165,ATG,79558-09-1 ,AT004832
Levonorgestrel,LVG,ATG,797-63-7,AT004833
Lindane,Lind,ATG,58-89-9,AT004834
Linuron,LNR,ATG,330-55-2,AT004835
Lovastatin,LST,ATG,75330-75-5,AT004836
Loxapine succinate,LXP,ATG,27833-64-3 ,AT004837
LPS,LPS,ATG,N/A,AT004838
"Luminol(5-amino-2,3-dihydro-1,4-phthalazinedione)",Lum,ATG,521-31-3 ,AT004839
Ly 171883,Ly,ATG,88107-10-2 ,AT004840
Malathion,MLT,ATG,121-75-5,AT004841
Mancozeb,MCZ,ATG,8018-01-7,AT004842
MCC-555,MCC,ATG,161600-01-7 ,AT004843
Mecoprop,Mecopr,ATG,93-65-2,AT004844
Metalaxyl,MTX,ATG,57837-19-1,AT004845
Metformin hydrochloride,MTF,ATG,1115-70-4 ,AT004846
Methyl methanesulfonate,MMS,ATG,66-27-3 ,AT004847
Metolachlor,MLC,ATG,51218-45-2,AT004848
Metribuzin,MBZ,ATG,21087-64-9,AT004849
Mevastatin,MST,ATG,73573-88-3,AT004850
Mevinolin,Mev,ATG,75330-75-5,AT004851
MG-132,MG-132,ATG,133407-82-6 ,AT004852
Mifepristone,Mif,ATG,84371-65-3 ,AT004853
Mitomycin C,MitC,ATG,50-07-7,AT004854
N-2-Fluorenyl acetamide,2FA,ATG,53-96-3,AT004855
Naphthoflavone (beta-),BNF,ATG,6051-87-2 ,AT004856
Nerve Growth Factor (NGF),NGF,ATG,N/A,AT004857
N-Nitrosodimethylamine,DMNA,ATG,62-75-9,AT004858
N-Nitroso-N-Ethylurea Isopac,n/a,ATG,759-73-9 ,AT004859
Norepinephrine ,Nepi,ATG,51-41-2,AT004860
Norgestrel,NRG,ATG,797-63-7,AT004861
Oleic Acid,Oleic,ATG,112-80-1,AT004862
Paroxetine maleate,PXT,ATG,64006-44-6,AT004863
PD-98059,PD,ATG,167869-21-8 ,AT004864
PDGF-AA,PDGF-AA,ATG,N/A,AT004865
PDGF-BB,PDGF-BB,ATG,N/A,AT004866
Pefabloc,Pefabloc,ATG,34284-75-8 ,AT004867
Pendimethalin,PDT,ATG,40487-42-1 ,AT004868
Perhexiline maleate salt,PHX,ATG,6724-53-4 ,AT004869
Permethrin,PMT,ATG,52645-53-1,AT004870
Phorbol 12-myristate 13-acetate (PMA),PMA,ATG,16561-29-8 ,AT004871
Phosalone,PSL,ATG,2310-17-0,AT004872
Pioglitazone,Pio,ATG,111025-46-8 ,AT004873
Pirimicarb,PMC,ATG,23103-98-2 ,AT004874
Poly(dG:dC) dsDNA,PolyGC,ATG,90385-88-9,AT004875
Poly(I:C) dsRNA,Poly IC,ATG,42424-50-0,AT004876
Pretilachlor,PLC,ATG,51218-49-6 ,AT004877
Prochloraz,PCZ,ATG,67747-09-5 ,AT004878
Progesteron,prog,ATG,57-83-0,AT004879
Promethazine,PMZ,ATG,58-33-3,AT004880
Prometon,Prom,ATG,1610-18-0,AT004881
Propiconazole,PPZ,ATG,60207-90-1 ,AT004882
Propranolol Hydrochloride ,prop,ATG,318-98-9 ,AT004883
Prostaglandin-J2 (15-deoxi-),PGJ2,ATG,87893-55-8,AT004884
PS-1145,PS-1145,ATG,1049743-58-9,AT004885
PSN 375963,PSN 37,ATG,388575-52-8,AT004886
PSN 632408,PSN 63,ATG,857652-30-3,AT004887
Puromycin,Puromycin,ATG,53-79-2 ,AT004888
Pyridaben,PRB,ATG,96489-71-3 ,AT004889
Pyridaben,PDB,ATG,96489-71-3 ,AT004890
Raloxifene hydrochloride,RLX,ATG,82640-04-8 ,AT004891
Resveratrol,Resv,ATG,501-36-0 ,AT004892
Retinoic Acid-all trans,RA,ATG,302-79-4,AT004893
Rifampicin,Rif,ATG,13292-46-1,AT004894
Rosiglitazone,Rosi,ATG,122320-73-4 ,AT004895
Rotenone,Rot,ATG,83-79-4,AT004896
Salbutamol,Sal,ATG,18559-94-9,AT004897
SB 202190,SB,ATG,152121-30-7 ,AT004898
SP600125,SP,ATG,129-56-6 ,AT004899
Sulindac,Sulindac,ATG,38194-50-2,AT004900
T0070907,T007,ATG,313516-66-4 ,AT004901
T0901317,T-9,ATG,293754-55-9 ,AT004902
Tamoxifen,TMX,ATG,10540-29-1,AT004903
TCPOBOP,TCPOBOP,ATG,76150-91-9,AT004904
Tebuthiuron,TBR,ATG,34014-18-1,AT004905
TGF-beta1,TGF,ATG,N/A,AT004906
Thalidomide,Thalidomide,ATG,50-35-1,AT004907
Thidiazuron,TDZ,ATG,51707-55-2,AT004908
Tibolone,TBL,ATG,5630-53-5,AT004909
"Titanium(IV) oxide, mix of rutile an anatase",TiOx,ATG,13463-67-7,AT004910
TNF-alpha,TNF,ATG,N/A,AT004911
Tributyltin chloride,TBT,ATG,1461-22-9,AT004912
Triflupromazine,TFP,ATG,1098-60-8,AT004913
"Triiodo-L-Thyronine (T-3),sodium salt",T-3,ATG,6893-02-3,AT004914
Triphenyltin chloride,TPT,ATG,639-58-7,AT004915
Troglitazone,trog,ATG,97322-87-7,AT004916
U0126,U0126,ATG,109511-58-2,AT004917
Vanillin,VAN,ATG,121-33-5,AT004918
Vinclozolin,Vin,ATG,50471-44-8,AT004919
Wortmannin,Wort,ATG,19545-26-7,AT004920
WY-14643,WY,ATG,50892-23-4,AT004921
Zeocin,Zeocin,ATG,11031-11-1,AT004922
Z-Guggulsterone,Zgug,ATG,39025-23-5,AT004923
Zymosan,Zym,ATG,58856-93-2,AT004924
?-Sitosterol,Sitosterol,ATG,83-46-5,AT004925
Benzyl alcohol,BzA,ATG,100-51-6,AT004926
Glucagon,GLN,ATG,9007-92-5,AT004927
Torcetrapib,TRP,ATG,262352-17-0,AT004928
Benzene,BNZ,ATG,71-43-2,AT004929
Caffeine,Caf,ATG,58-08-2,AT004930
Prostaglandin D2,PGD2,ATG,41598-07-6,AT004931
6a-Prostaglandin I1,PG-I1,ATG,62777-90-6,AT004932
Valinomycin,VLM,ATG,2001-95-8,AT004933
Valinomycin,VLM,ATG,2001-95-8,AT004934
Antimycin A,ATMA,ATG,642-15-9,AT004935
A-Melanocyte Stimulationg Hormone,MSH,ATG,581-05-5,AT004936
Melanotan II Acetate Salt,ML2,ATG,121062-08-6,AT004937
"Trichloroethylene, anhydrous",TCE,ATG,79-01-6,AT004938
Tetrachloroethylene,PCE,ATG,127-18-4,AT004939
Vinyl Chloride,VC,ATG,75-01-4,AT004940
Pregnenolone-16alpha-carbonitrile,PCN,ATG,1434-54-4,AT004941
Torcetrapib,TRP,ATG,262352-17-0,AT004942
CL 316243,CL,ATG, 138908-40-4,AT004943
Procymidone,PCD,ATG,32809-16-8,AT004944
4-Aminobenzoic Acid,4ABA,ATG,150-13-0,AT004945
2-Ethylhexyl 4-(dimethylamino)benzoate,PDO,ATG,21245-02-3,AT004946
2-Phenyl-5-benzimidazolesulfonic acid,PBA,ATG,27503-81-7,AT004947
"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",OCR,ATG,6197-30-4,AT004948
2-Ethylhexyl salicylate,EHS,ATG,118-60-5,AT004949
5-Benzoyl-4-hydroxy-2-methoxybenzenesulfonic acid,BHZ,ATG,4065-45-6,AT004950
"1-(4-Methoxyphenyl)-3-(4-tert-butylphenyl)-1,3-propanedione",ABZ,ATG,70356-09-1,AT004951
2-Ethylhexyl 4-methoxycinnamate,EMC,ATG,5466-77-3,AT004952
"2,2'-Dihydroxy-4-Methoxybenzophenone, 98%",DMB,ATG,131-53-3,AT004953
"Menthyl Anthranilate, 98%",MAN,ATG,134-09-8,AT004954
"Zinc oxide, dispersion, nanoparticles, <100nm, <35nm 50 WT",ZnO,ATG,1314-13-2,AT004955
5-Hydroxytryptamine hydrochloride (serotonin),5HT,ATG,153-98-0,AT004956
Ciglitazone,Cig,ATG,74772-77-3,AT004957
Troglitazone,Trog,ATG,97322-87-7,AT004958
Rosiglitazone,Rosi,ATG,122320-73-4,AT004959
Poly IC,Poly IC,ATG,n/a,AT004960
LPS,LPS,ATG,n/a,AT004961
Diquat,DQT,ATG,6385-62-2,AT004962
Micro Particles based on Silicon Dioxide,SiOx-Micro,ATG,68611-44-9,AT004963
Silcon Dioxide Nanopowder,SiOx-Nano,ATG,7631-86-9,AT004964
Methyl Viologen Dichloroide hydrate 98% (Paraquat),PQT,ATG,75365-73-0,AT004965
Iron(III) Oxide Powder <5 micron,FeOx-micro,ATG,1309-37-1,AT004966
Fullerene-C60 98%,FC60,ATG,99685-96-8,AT004967
"1a, 25-dihydroxyvitamin D3",25D3,ATG,32222-06-3,AT004968
Rapamycin,RPM,ATG,53123-88-9,AT004969
beta-lactoglobulin,b-Lact,ATG,9045-23-2,AT004970
Whey from Bovine Milk,Whey,ATG,n/a,AT004971
Casein,Casein,ATG,9000-71-9,AT004972
bovine serum albumin,BSA,ATG,9048-46-8,AT004973
Casein alpa,Casein-a,ATG,9000-71-9,AT004974
Casein beta,Casein-b,ATG,9000-71-9,AT004975
Casein kappa,Casein-k,ATG,9000-71-9,AT004976
Xanthine Oxidase from bovine milk,XOX,ATG,9002-17-9,AT004977
"?-1,4-Galactosyl Transferase from bovine milk",BGT,ATG,9030-11-9,AT004978
"Citrate solution pH ~3.0, 30 mM (Sigma) ",Citrate,ATG,68-04-2,AT004979
"6,7-dihydroxy Bergamottin",6Ber,ATG,145414-76-2,AT004980
"N,N-Dimethylformamide",NDMF,ATG,68-12-2,AT004981
Bergamottin,Berg,ATG,7380-40-7,AT004982
"2,3-bis(4-hyroxyphenyl) propionitrile",2PPN,ATG,1428-67-7 ,AT004983
Fenbutatin,,ATG,13356-08-6,AT004984
Fentin hydroxide,,ATG, 76-87-9,AT004985
CAY10503,CAY10503,ATG,890854-82-7,AT004986
CAY10616,CAY10616,ATG,586410-08-4,AT004987
Oxamflatin,OXT,ATG,151720-43-3,AT004988
N-Ac-Asp-Glu-Val-Asp-CHO,NAC,ATG,184179-08-6,AT004989
DRB,DRB,ATG,53-85-0,AT004990
Linoleic acid,LNA,ATG,60-33-3,AT004991
Dopamine,Dop,ATG,62-31-7,AT004992
Epinephrine,Epi,ATG,51-43-4,AT004993
Adenosine,Aden,ATG,58-61-7,AT004994
Histamine,Hist,ATG,51-45-6,AT004995
CP-55940,CP-55940,ATG,83002-04-4,AT004996
Titanium oxide  25g nanoparticles,TiOx-3,ATG,13463-67-7,AT004997
Titanium oxide  50g nanopowder,TiOx-2,ATG,1317-70-0,AT004998
Xylenes  500ml,XLN,ATG,1330-20-7 ,AT004999
CAY10512,CAY-512,ATG,139141-12-1,AT005000
Quercetin,QRC,ATG,117-39-5,AT005001
PD 0325901,PD-32,ATG,391210-10-9,AT005002
Ex-527,EX-527,ATG,49843-98-3,AT005003
CAY10398,CAY-398,ATG,193551-00-7,AT005004
Salermide,SLM,ATG,1105698-15-4,AT005005
SAHA,SAHA,ATG,149647-78-9,AT005006
Mirin,MRN,ATG,299953-00-7,AT005007
Zearalenone,ZRL,ATG,17924-92-4,AT005008
Genistein,GNS,ATG,446-72-0,AT005009
Tacrine,TRN,ATG,1684-40-8,AT005010
Valproic Acid,VLA,ATG,1069-66-5,AT005011
Imatinib,ITB,ATG,220127-57-1,AT005012
Clozapine,CZP,ATG,5786-21-0,AT005013
Verapamil Hydrochloride,VER,ATG,152-11-4,AT005014
Chlorzoxazone,CZN,ATG,95-25-0,AT005015
Phenacetin,PNC,ATG,62-44-2,AT005016
Coumarin,CRN,ATG,91-64-5,AT005017
Amiodarone hydrochloride,ADR,ATG,19774-82-4,AT005018
Carbamazepine,CBP,ATG,298-46-4,AT005019
Astemizole,AST,ATG,68844-77-9,AT005020
Terfenadine,TRF,ATG,50679-08-8,AT005021
"1,4-DPCA",DPCA,ATG,331830-20-7,AT005022
Adrenocorticotropic Hormone Fragment 1-24,ACTH,ATG,16960-16-0,AT005023
BMS 470569 dihydrochloride,BMS,ATG,457893-92-4 ,AT005024
Acetylcholine,ACH,ATG,51-84-3,AT005025
Methotrexate,MTR,ATG,59-05-2,AT005026
Tenovin-1,TV1,ATG,380315-80-0,AT005027
Lactacystin,LCT,ATG,133343-34-7,AT005028
Lonafarnib,LNF,ATG,193275-84-2,AT005029
3-Methyladenine,3MA,ATG,5142-23-4,AT005030
NVP-BEZ235,NVP,ATG,915019-65-7,AT005031
PI-103,P-103,ATG,371935-74-9,AT005032
WYE-354,WYE,ATG,1062169-56-5,AT005033
Ouabain octahydrate,OBN,ATG,11018-89-6,AT005034
Carbonyl cyanide 4-(trifluoromethoxy) phenylhydrazone,FCCP,ATG,370-86-5,AT005035
Pyroxamide,PRX,ATG,382180-17-8,AT005036
Trichostatin A,TCA,ATG,58880-19-6,AT005037
KD 5710,KD,ATG,940943-37-3,AT005038
M 344,M 344,ATG,251456-60-7,AT005039
SBHA,SBHA,ATG,38937-66-5,AT005040
Apicidin,APC,ATG,183506-66-3,AT005041
AM 114,AM-114,ATG,856849-35-9 ,AT005042
Gliotoxin,Glio,ATG,67-99-2,AT005043
HBX 41108,HBX,ATG,924296-39-9,AT005044
PSI,PSI,ATG,158442-41-2,AT005045
Resveratrol,Resv,ATG,501-36-0,AT005046
Glyphosate,GPS,ATG,1071-83-6,AT005047
Tolcapone,Tolc,ATG,134308-13-7,AT005048
Alpidem,Alp,ATG,82626-01-5,AT005049
Nefazodone hydrochloride,Nef,ATG,82752-99-6,AT005050
Nimesulide,NMS,ATG,51803-78-2,AT005051
Bromfenac sodium,BRF,ATG,91714-93-1,AT005052
Trovafloxacin mesylate,TFX,ATG,147059-75-4,AT005053
IU1,IU1,ATG,314245-33-5,AT005054
N-Acetylbenzoquinoneimine,NAB,ATG,50700-49-7,AT005055
Tacrine Hydrochloride,TRN,ATG,1684-40-8,AT005056
Donepezil hydrochloride,DNP,ATG,120011-70-3,AT005057
Cholic Acid,CHA,ATG,81-25-4,AT005058
Chenodeoxycholic acid,CDCA,ATG,474-25-9,AT005059
Cholesterol,Chol,ATG,57-88-5,AT005060
Dantrolene sodium salt,DNT,ATG,14663-23-1,AT005061
Docetaxel,DCX,ATG,114977-28-5,AT005062
ketoconazole,KTZ,ATG,65277-42-1,AT005063
Benzbromarone,BBA,ATG,3562-84-3,AT005064
Cyclosporin A,CSA,ATG,59865-13-3,AT005065
Erythromycin,ERM,ATG,114-07-8,AT005066
Glibenclamide/Glyburide,GBD,ATG,10238-21-8,AT005067
Nevirapine,NVR,ATG,129618-40-2,AT005068
Pioglitazone,Pio,ATG,112529-15-4,AT005069
Rifampicin,Rif,ATG,13292-46-1,AT005070
Rosiglitazone,Rosi,ATG,122320-73-4,AT005071
Troglitazone,Trog,ATG,97322-87-7,AT005072
zidovudine,ZDV,ATG,30516-87-1,AT005073
Endothelin 1,Endothelin 1,ATG,117399-94-7,AT005074
Endomorphin1,Endomorphin1,ATG,189388-22-5,AT005075
DEA,DEA,ATG,150314-35-5 ,AT005076
ACEA,ACEA,ATG,220556-69-4 ,AT005077
SER 601,SER,ATG,1048038-90-9 ,AT005078
JWH 015,JWH,ATG,155471-08-2 ,AT005079
dacarbazine,DCB,ATG,4342-03-4,AT005080
danazol,DNZ,ATG,17230-88-5,AT005081
didanosine,DDN,ATG,69655-05-6,AT005082
indinavir,IND,ATG,157810-81-6,AT005083
lamivudine,LMV,ATG,134678-17-4,AT005084
mercaptopurine,MCP,ATG,6112-76-1,AT005085
niacin,NIA,ATG,59-67-6,AT005086
nortriptyline,NTP,ATG,894-71-3,AT005087
propylthiouracil,PTU,ATG,51-52-5,AT005088
sulfamethoxazole,SMZ,ATG,723-46-6,AT005089
sunitinib,SNT,ATG,341031-54-7,AT005090
zalcitabine,ZCB,ATG,7481-89-2,AT005091
Galactose ,Galactose ,ATG,59-23-4,AT005092
Anacardic Acid,ANCA,ATG,16611-84-0,AT005093
C646,C646,ATG,328968-36-1 ,AT005094
CPTH2,CPTH2,ATG,357649-93-5 ,AT005095
Estramustine sodium phosphate,ESM,ATG,52205-73-9,AT005096
Fotemustine,FTM,ATG,92118-27-9,AT005097
Carmustine,CRM,ATG,154-93-8,AT005098
Chlorambucil,CAB,ATG,305-03-3,AT005099
Methotrexate,MTR,ATG,133073-73-1,AT005100
Temozolomide,TMZ,ATG,85622-93-1,AT005101
Temozolomide,TMM,ATG,85622-93-1,AT005102
Cisplatin,Cisp,ATG,15663-27-1,AT005103
Carboplatin,CRP,ATG,41575-94-4,AT005104
Bendamustine hydrochloride,BNM,ATG,3543-75-7,AT005105
Disulfiram,DRM,ATG,97-77-8,AT005106
L-Ethionine,ETN,ATG,13073-35-3,AT005107
Thioacetamide,TAA,ATG,62-55-5,AT005108
Biphenyl,BPL,ATG,92-52-4,AT005109
Linolenic Acid,LNL,ATG,463-40-1,AT005110
Triphenyltin hydroxide,TPT-OH,ATG,76-87-9,AT005111
Trolox,TLX,ATG,53188-07-1,AT005112
Butylated hydroxyanisole (BHA),BHA,ATG,25013-16-5,AT005113
Butylated hydroxytoluene (BHT),BHT,ATG,128-37-0,AT005114
Tocopherol (alpha),Vit-E,ATG,10191-41-0,AT005115
TAME hydrochloride,TAME,ATG,1784-03-8,AT005116
NSC 66811,NSC,ATG,6964-62-1,AT005117
Bortezomib 2.5mg,BRT,ATG,179324-69-7,AT005118
Bicalutamide,BCA,ATG,90357-06-5,AT005119
Nitrofurantoin,NFR,ATG,67-20-9,AT005120
Hydroxyurea,HUR,ATG,127-07-1,AT005121
Flutamide,FTA,ATG,13311-84-7,AT005122
Methimazole,MTZ,ATG,60-56-0,AT005123
6-Propyl-2-thiouracil,PTU,ATG,51-52-5,AT005124
Isoniazid,ISZ,ATG,54-85-3,AT005125
AMVN ,AMVN,ATG,4419-11-8,AT005126
Benz[a]anthracene,BAT,ATG,56-55-3,AT005127
Chrysin,Chris,ATG,480-40-0,AT005128
Benzo[a]pyrene,Benz,ATG,50-32-8,AT005129
Bleomycin,Bleo,ATG,9041-93-4,AT005130
Doxorubicin,DOX,ATG,25316-40-9,AT005131
Epirubicin,EPB,ATG,56390-09-1,AT005132
Deferoxamine (mesylate),DFR,ATG,138-14-7,AT005133
Crizotinib,CRZ,ATG,877399-52-5,AT005134
NU 7026,NU7,ATG,154447-35-5,AT005135
Gemcitabine,Gem,ATG,95059-81-4,AT005136
Vemurafenib ,VMR,ATG,918504-65-1,AT005137
Berberine Chloride,BRB,ATG,633-65-8 ,AT005138
(±)-Catechin hydrate,CTC,ATG,7295-85-4,AT005139
(-)-Epigallocatechin,EGC,ATG,970-74-1,AT005140
(-)-Epigallocatechin gallate,EGCG,ATG,989-51-5 ,AT005141
Yellow No. 6/Sunset Yellow FCF,SYF,ATG,2783-94-0,AT005142
Red No. 3/Erythrosin B,ERB,ATG,16423-68-0,AT005143
Green No. 3/Fast Green FCF,FG3,ATG,2353-45-9,AT005144
Red No. 2/Amaranth,AMN,ATG,915-67-3,AT005145
Yellow No. 5/Tartrazine,TAZ,ATG,1934-21-0,AT005146
Blue No. 1/Erioglaucine,EGL,ATG,3844-45-9,AT005147
Kaempferol,KMF,ATG,520-18-3,AT005148
Myricetin,MYR,ATG,529-44-2,AT005149
Gemcitabine,GTB,ATG,95058-81-4,AT005150
AZD 7762 ,AZD,ATG,860352-01-8,AT005151
ZM 447439,ZM,ATG,331771-20-1,AT005152
RG 108,RG108,ATG,48208-26-0,AT005153
Lomeguatrib,LMG,ATG,192441-08-0,AT005154
Deciabine,DBN,ATG,2353-33-5,AT005155
5-Azacytidine,AzaC,ATG,320-67-2,AT005156
Bisphenol AF,BAF,ATG,1478-61-1,AT005157
Everolimus,EVR,ATG,159351-69-6,AT005158
FK-506,FK,ATG,104987-11-3,AT005159
